precinct,raceName,name,votePercentage
2137,STATE OF TEXAS PROPOSITION 1,For ,84.06%
2137,STATE OF TEXAS PROPOSITION 1,Against ,15.94%
2137,STATE OF TEXAS PROPOSITION 2,For ,76.87%
2137,STATE OF TEXAS PROPOSITION 2,Against ,23.13%
2137,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,69.29%
2137,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,30.71%
2137,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,74.10%
2137,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,25.90%
2137,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,64.03%
2137,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,35.97%
2137,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,67.38%
2137,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,32.62%
2137,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,63.31%
2137,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,36.69%
2137,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,65.96%
2137,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,34.04%
2137,"Single Member, District No. 3 North East Independent School District 3",Diane Sciba Villarreal ,61.60%
2137,"Single Member, District No. 3 North East Independent School District 3",Omar Leos ,38.40%
2138,STATE OF TEXAS PROPOSITION 1,For ,82.35%
2138,STATE OF TEXAS PROPOSITION 1,Against ,17.65%
2138,STATE OF TEXAS PROPOSITION 2,For ,84.47%
2138,STATE OF TEXAS PROPOSITION 2,Against ,15.53%
2138,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,78.85%
2138,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,21.15%
2138,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,81.73%
2138,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,18.27%
2138,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,72.82%
2138,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,27.18%
2138,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,73.79%
2138,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,26.21%
2138,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,70.87%
2138,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,29.13%
2138,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,65.38%
2138,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,34.62%
2138,"Single Member, District No. 3 North East Independent School District 3",Diane Sciba Villarreal ,51.14%
2138,"Single Member, District No. 3 North East Independent School District 3",Omar Leos ,48.86%
2139,STATE OF TEXAS PROPOSITION 1,For ,91.30%
2139,STATE OF TEXAS PROPOSITION 1,Against ,8.70%
2139,STATE OF TEXAS PROPOSITION 2,For ,87.42%
2139,STATE OF TEXAS PROPOSITION 2,Against ,12.58%
2139,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,75.00%
2139,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,25.00%
2139,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,76.88%
2139,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,23.12%
2139,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,70.19%
2139,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,29.81%
2139,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,67.70%
2139,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,32.30%
2139,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,66.46%
2139,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,33.54%
2139,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,60.76%
2139,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,39.24%
2139,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,63.58%
2139,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,36.42%
2140,STATE OF TEXAS PROPOSITION 1,For ,88.66%
2140,STATE OF TEXAS PROPOSITION 1,Against ,11.34%
2140,STATE OF TEXAS PROPOSITION 2,For ,80.41%
2140,STATE OF TEXAS PROPOSITION 2,Against ,19.59%
2140,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,82.65%
2140,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,17.35%
2140,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,77.55%
2140,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,22.45%
2140,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,68.04%
2140,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,31.96%
2140,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,72.16%
2140,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,27.84%
2140,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,74.23%
2140,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,25.77%
2140,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,59.79%
2140,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,40.21%
2140,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,65.31%
2140,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,34.69%
2141,STATE OF TEXAS PROPOSITION 1,For ,85.91%
2141,STATE OF TEXAS PROPOSITION 1,Against ,14.09%
2141,STATE OF TEXAS PROPOSITION 2,For ,78.29%
2141,STATE OF TEXAS PROPOSITION 2,Against ,21.71%
2141,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,75.66%
2141,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,24.34%
2141,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,81.05%
2141,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,18.95%
2141,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,71.90%
2141,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,28.10%
2141,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,72.85%
2141,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,27.15%
2141,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,70.86%
2141,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,29.14%
2141,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,67.76%
2141,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,32.24%
2141,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,61.69%
2141,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,38.31%
2142,STATE OF TEXAS PROPOSITION 1,For ,83.87%
2142,STATE OF TEXAS PROPOSITION 1,Against ,16.13%
2142,STATE OF TEXAS PROPOSITION 2,For ,72.73%
2142,STATE OF TEXAS PROPOSITION 2,Against ,27.27%
2142,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,78.79%
2142,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,21.21%
2142,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,84.85%
2142,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,15.15%
2142,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,75.76%
2142,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,24.24%
2142,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,75.76%
2142,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,24.24%
2142,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,78.79%
2142,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,21.21%
2142,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,78.79%
2142,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,21.21%
2142,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,50.00%
2142,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,50.00%
2143,STATE OF TEXAS PROPOSITION 1,For ,78.73%
2143,STATE OF TEXAS PROPOSITION 1,Against ,21.27%
2143,STATE OF TEXAS PROPOSITION 2,For ,74.38%
2143,STATE OF TEXAS PROPOSITION 2,Against ,25.62%
2143,"For Mayor City of Leon Valley, Texas",Evan Bohl ,35.17%
2143,"For Mayor City of Leon Valley, Texas",Chris Riley ,64.83%
2143,"For Council, Place No. 2 City of Leon Valley, Texas",Josh Stevens ,47.22%
2143,"For Council, Place No. 2 City of Leon Valley, Texas",Danielle Carriere Bolton ,23.15%
2143,"For Council, Place No. 2 City of Leon Valley, Texas",Elaine Valdez ,29.63%
2143,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,60.98%
2143,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,39.02%
2144,STATE OF TEXAS PROPOSITION 1,For ,84.80%
2144,STATE OF TEXAS PROPOSITION 1,Against ,15.20%
2144,STATE OF TEXAS PROPOSITION 2,For ,80.70%
2144,STATE OF TEXAS PROPOSITION 2,Against ,19.30%
2144,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,73.84%
2144,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,26.16%
2144,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,72.09%
2144,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,27.91%
2144,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,64.91%
2144,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,35.09%
2144,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,65.70%
2144,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,34.30%
2144,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,64.12%
2144,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,35.88%
2144,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,62.94%
2144,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,37.06%
2144,"Single Member, District No. 3 North East Independent School District 3",Diane Sciba Villarreal ,67.12%
2144,"Single Member, District No. 3 North East Independent School District 3",Omar Leos ,32.88%
2145,STATE OF TEXAS PROPOSITION 1,For ,83.87%
2145,STATE OF TEXAS PROPOSITION 1,Against ,16.13%
2145,STATE OF TEXAS PROPOSITION 2,For ,90.32%
2145,STATE OF TEXAS PROPOSITION 2,Against ,9.68%
2145,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,84.38%
2145,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,15.62%
2145,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,87.10%
2145,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,12.90%
2145,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,77.42%
2145,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,22.58%
2145,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,66.67%
2145,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,33.33%
2145,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,78.12%
2145,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,21.88%
2145,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,77.42%
2145,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,22.58%
2145,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,71.88%
2145,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,28.12%
2146,STATE OF TEXAS PROPOSITION 1,For ,100.00%
2146,STATE OF TEXAS PROPOSITION 1,Against ,0.00%
2146,STATE OF TEXAS PROPOSITION 2,For ,100.00%
2146,STATE OF TEXAS PROPOSITION 2,Against ,0.00%
2146,"Single Member, District No. 3 North East Independent School District 3",Diane Sciba Villarreal ,100.00%
2146,"Single Member, District No. 3 North East Independent School District 3",Omar Leos ,0.00%
2147,STATE OF TEXAS PROPOSITION 1,For ,70.59%
2147,STATE OF TEXAS PROPOSITION 1,Against ,29.41%
2147,STATE OF TEXAS PROPOSITION 2,For ,73.53%
2147,STATE OF TEXAS PROPOSITION 2,Against ,26.47%
2147,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,70.59%
2147,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,29.41%
2147,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,70.59%
2147,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,29.41%
2147,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,61.76%
2147,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,38.24%
2147,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,63.64%
2147,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,36.36%
2147,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,62.50%
2147,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,37.50%
2147,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,54.84%
2147,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,45.16%
2147,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,58.06%
2147,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,41.94%
2148,STATE OF TEXAS PROPOSITION 1,For ,84.97%
2148,STATE OF TEXAS PROPOSITION 1,Against ,15.03%
2148,STATE OF TEXAS PROPOSITION 2,For ,79.66%
2148,STATE OF TEXAS PROPOSITION 2,Against ,20.34%
2148,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,81.92%
2148,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,18.08%
2148,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,81.92%
2148,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,18.08%
2148,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,77.27%
2148,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,22.73%
2148,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,76.84%
2148,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,23.16%
2148,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,77.84%
2148,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,22.16%
2148,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,69.71%
2148,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,30.29%
2148,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,64.41%
2148,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,35.59%
2149,STATE OF TEXAS PROPOSITION 1,For ,86.75%
2149,STATE OF TEXAS PROPOSITION 1,Against ,13.25%
2149,STATE OF TEXAS PROPOSITION 2,For ,83.13%
2149,STATE OF TEXAS PROPOSITION 2,Against ,16.87%
2149,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,86.05%
2149,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,13.95%
2149,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,84.88%
2149,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,15.12%
2149,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,78.31%
2149,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,21.69%
2149,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,79.52%
2149,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,20.48%
2149,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,79.07%
2149,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,20.93%
2149,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,72.62%
2149,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,27.38%
2149,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,71.08%
2149,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,28.92%
2152,STATE OF TEXAS PROPOSITION 1,For ,81.82%
2152,STATE OF TEXAS PROPOSITION 1,Against ,18.18%
2152,STATE OF TEXAS PROPOSITION 2,For ,69.57%
2152,STATE OF TEXAS PROPOSITION 2,Against ,30.43%
2152,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,78.26%
2152,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,21.74%
2152,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,82.61%
2152,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,17.39%
2152,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,73.91%
2152,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,26.09%
2152,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,78.26%
2152,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,21.74%
2152,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,69.57%
2152,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,30.43%
2152,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,69.57%
2152,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,30.43%
2153,STATE OF TEXAS PROPOSITION 1,For ,100.00%
2153,STATE OF TEXAS PROPOSITION 1,Against ,0.00%
2153,STATE OF TEXAS PROPOSITION 2,For ,72.73%
2153,STATE OF TEXAS PROPOSITION 2,Against ,27.27%
2153,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,72.73%
2153,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,27.27%
2153,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,90.91%
2153,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,9.09%
2153,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,70.00%
2153,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,30.00%
2153,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,81.82%
2153,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,18.18%
2153,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,72.73%
2153,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,27.27%
2153,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,81.82%
2153,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,18.18%
2153,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,63.64%
2153,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,36.36%
2154,STATE OF TEXAS PROPOSITION 1,For ,87.19%
2154,STATE OF TEXAS PROPOSITION 1,Against ,12.81%
2154,STATE OF TEXAS PROPOSITION 2,For ,87.62%
2154,STATE OF TEXAS PROPOSITION 2,Against ,12.38%
2154,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,58.96%
2154,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,41.04%
2156,STATE OF TEXAS PROPOSITION 1,For ,76.67%
2156,STATE OF TEXAS PROPOSITION 1,Against ,23.33%
2156,STATE OF TEXAS PROPOSITION 2,For ,77.05%
2156,STATE OF TEXAS PROPOSITION 2,Against ,22.95%
2156,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,67.74%
2156,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,32.26%
2156,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,71.43%
2156,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,28.57%
2156,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,61.29%
2156,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,38.71%
2156,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,60.66%
2156,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,39.34%
2156,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,67.21%
2156,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,32.79%
2156,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,57.38%
2156,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,42.62%
2156,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,49.21%
2156,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,50.79%
2159,STATE OF TEXAS PROPOSITION 1,For ,64.00%
2159,STATE OF TEXAS PROPOSITION 1,Against ,36.00%
2159,STATE OF TEXAS PROPOSITION 2,For ,83.33%
2159,STATE OF TEXAS PROPOSITION 2,Against ,16.67%
2159,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,61.54%
2159,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,38.46%
2159,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,52.00%
2159,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,48.00%
2159,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,61.54%
2159,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,38.46%
2159,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,50.00%
2159,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,50.00%
2159,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,57.69%
2159,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,42.31%
2159,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,50.00%
2159,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,50.00%
2159,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,65.38%
2159,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,34.62%
2160,STATE OF TEXAS PROPOSITION 1,For ,75.00%
2160,STATE OF TEXAS PROPOSITION 1,Against ,25.00%
2160,STATE OF TEXAS PROPOSITION 2,For ,50.00%
2160,STATE OF TEXAS PROPOSITION 2,Against ,50.00%
2160,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,100.00%
2160,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,0.00%
2160,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,100.00%
2160,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,0.00%
2160,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,100.00%
2160,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,0.00%
2160,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,100.00%
2160,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,0.00%
2160,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,75.00%
2160,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,25.00%
2160,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,50.00%
2160,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,50.00%
2160,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,100.00%
2160,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,0.00%
2161,STATE OF TEXAS PROPOSITION 1,For ,88.89%
2161,STATE OF TEXAS PROPOSITION 1,Against ,11.11%
2161,STATE OF TEXAS PROPOSITION 2,For ,89.29%
2161,STATE OF TEXAS PROPOSITION 2,Against ,10.71%
2161,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,57.14%
2161,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,42.86%
2161,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,57.14%
2161,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,42.86%
2161,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,60.71%
2161,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,39.29%
2161,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,57.14%
2161,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,42.86%
2161,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,50.00%
2161,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,50.00%
2161,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,57.14%
2161,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,42.86%
2161,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,60.71%
2161,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,39.29%
2162,STATE OF TEXAS PROPOSITION 1,For ,88.00%
2162,STATE OF TEXAS PROPOSITION 1,Against ,12.00%
2162,STATE OF TEXAS PROPOSITION 2,For ,88.00%
2162,STATE OF TEXAS PROPOSITION 2,Against ,12.00%
2162,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,84.00%
2162,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,16.00%
2162,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,79.17%
2162,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,20.83%
2162,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,68.00%
2162,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,32.00%
2162,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,68.00%
2162,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,32.00%
2162,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,76.00%
2162,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,24.00%
2162,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,76.00%
2162,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,24.00%
2162,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,66.67%
2162,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,33.33%
2163,STATE OF TEXAS PROPOSITION 1,For ,83.84%
2163,STATE OF TEXAS PROPOSITION 1,Against ,16.16%
2163,STATE OF TEXAS PROPOSITION 2,For ,82.89%
2163,STATE OF TEXAS PROPOSITION 2,Against ,17.11%
2163,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,69.57%
2163,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,30.43%
2163,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,66.37%
2163,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,33.63%
2163,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,60.96%
2163,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,39.04%
2163,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,60.96%
2163,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,39.04%
2163,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,63.56%
2163,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,36.44%
2163,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,54.18%
2163,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,45.82%
2163,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,58.33%
2163,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,41.67%
2164,STATE OF TEXAS PROPOSITION 1,For ,82.61%
2164,STATE OF TEXAS PROPOSITION 1,Against ,17.39%
2164,STATE OF TEXAS PROPOSITION 2,For ,83.22%
2164,STATE OF TEXAS PROPOSITION 2,Against ,16.78%
2164,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,78.77%
2164,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,21.23%
2164,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,78.77%
